,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
18,18,2.684856997153945e-12,1.617018108931834e-12,2.6006759921919295e-12,3.1247244503762724e-12,3.048462763607043e-12,3.096371985408196e-12,2.064694348902586e-12,L925,performance6,NW,Advanced,Last,Type_A
19,19,3.3227115449475e-12,2.3933514945229748e-12,2.022520920557194e-12,1.6739825250010097e-12,1.9597445594125226e-12,1.825944111884265e-12,3.327887375076224e-12,L925,performance6,NW,Advanced,Last,Type_A
20,20,2.715898162343736e-12,3.024389563012198e-12,2.511922391085532e-12,2.2642415184849063e-12,2.637747502747976e-12,3.2201716045101107e-12,2.085707897453431e-12,L925,performance6,NW,Advanced,Last,Type_A
21,21,3.820645132421232e-12,1.832163385215947e-12,2.113759706906891e-12,3.0149413245497783e-12,3.1189341888922895e-12,3.748871060980874e-12,2.8316986393916653e-12,L925,performance6,NW,Advanced,Last,Type_A
22,22,2.69063852480491e-12,2.9635995453026022e-12,2.855206498742675e-12,2.719364725334946e-12,2.3622472736173074e-12,2.0339757437814094e-12,2.1025399939707335e-12,L925,performance6,NW,Advanced,Last,Type_A
23,23,2.6217641115115954e-12,3.850992304835977e-12,4.156330061058189e-12,5.06859047339297e-12,2.5162328497408773e-12,4.394880286904118e-12,2.583834809852243e-12,L925,performance6,NW,Advanced,Last,Type_A
24,24,2.7682458461748205e-12,2.2778548127890624e-12,2.0172896247740044e-12,2.4410906936376867e-12,2.7588379597266193e-12,2.630764003133442e-12,4.6341003686685056e-12,L925,performance6,NW,Advanced,Last,Type_A
25,25,3.61913363560204e-12,3.0129186316227182e-12,3.2304607909195626e-12,2.5965107861344656e-12,2.638366453561389e-12,3.193418052780484e-12,2.663226518530391e-12,L925,performance6,NW,Advanced,Last,Type_A
26,26,2.5282384628600595e-12,3.80802034151752e-12,3.785199201786869e-12,2.635012401954715e-12,1.6016554414420823e-12,3.1765481050015936e-12,3.05425168245318e-12,L925,performance6,NW,Advanced,Last,Type_A
27,27,4.648414023925334e-12,3.653754284529656e-12,4.719223639080058e-12,7.0119239465803006e-12,6.015258748556201e-12,8.801606017617261e-12,7.106710117408649e-12,L925,performance6,NW,Advanced,Last,Type_A
0,0,2.366636451127591e-12,5.382645804445828e-12,6.629670034218706e-12,6.0326820298183994e-12,5.749215011805955e-12,5.247576897729477e-12,5.64450243543028e-12,L925,performance6,AW,Advanced,Last,Type_B
1,1,3.1609400960791798e-12,2.1815410753770512e-12,3.104455654141631e-12,2.9373922785467937e-12,2.1520926372513953e-12,1.628283920651297e-12,2.910221629693158e-12,L925,performance6,AW,Advanced,Last,Type_B
2,2,4.0332142115336155e-12,2.889956600287431e-12,2.3958971703790406e-12,2.359745140551295e-12,2.9991517181893397e-12,3.9477696903530934e-12,4.1358502809254366e-12,L925,performance6,AW,Advanced,Last,Type_B
3,3,4.142442474196147e-12,2.4416736357065296e-12,2.717153736317639e-12,6.981769572851031e-12,6.499926779306763e-12,5.744774112404737e-12,7.0605498165953e-12,L925,performance6,AW,Advanced,Last,Type_B
4,4,5.852878376113335e-12,5.16206700809239e-12,2.9528436799192696e-12,3.174085566474888e-12,2.5087957509687048e-12,2.128974276179899e-12,2.5267164428224617e-12,L925,performance6,AW,Advanced,Last,Type_B
5,5,3.95727296359313e-12,1.2095256787809306e-12,2.9362455299542625e-12,3.0679026483415305e-12,2.9123619886331452e-12,2.991233191778796e-12,4.342759413699978e-12,L925,performance6,AW,Advanced,Last,Type_B
6,6,5.323566625614802e-12,3.735800340643722e-12,3.621584151443558e-12,2.348186902716137e-12,3.417155665265314e-12,4.789640328662351e-12,4.732323366752185e-12,L925,performance6,AW,Advanced,Last,Type_B
7,7,2.9045562740385877e-12,2.2466781741420296e-12,2.8590498969731126e-12,3.912520558988172e-12,2.2097644563864533e-12,1.896554061459681e-12,1.9441077765225275e-12,L925,performance6,AW,Advanced,Last,Type_B
8,8,3.4355657114959033e-12,4.294236526159201e-12,5.082435285018858e-12,7.1571635720257705e-12,7.553905670546842e-12,5.7834424909394465e-12,6.587286476944959e-12,L925,performance6,AW,Advanced,Last,Type_B
9,9,2.6121597948400715e-12,2.667439706688704e-12,3.804763468437088e-12,4.3544151034540024e-12,2.4930941183509613e-12,3.558145395934714e-12,4.47343547143989e-12,L925,performance6,AW,Advanced,Last,Type_B
10,10,2.191957429186349e-12,2.8162901809154735e-12,3.890002455206821e-12,1.6234655785578418e-12,2.5179222947989136e-12,1.9926273205519985e-12,2.913368912164237e-12,L925,performance6,AW,Advanced,Last,Type_B
11,11,2.5264998181784904e-12,3.829840437451311e-12,3.917185140652709e-12,3.2143839728673702e-12,3.03659014276897e-12,3.2558312027676597e-12,1.8574240236760715e-12,L925,performance6,AW,Advanced,Last,Type_B
12,12,1.9835273100522253e-12,1.916926880630495e-12,2.3244279585553433e-12,2.2298023619412183e-12,2.2786530919108267e-12,2.009993158933132e-12,2.0011992293523246e-12,L925,performance6,AW,Advanced,Last,Type_B
13,13,2.978016790486663e-12,2.3227664443185566e-12,2.732444179117462e-12,4.212160677324195e-12,3.9941469267085086e-12,6.197177805620498e-12,4.790437514795116e-12,L925,performance6,AW,Advanced,Last,Type_B
14,14,2.806052643130446e-12,4.80876852235664e-12,5.231672554465846e-12,3.6059264765504694e-12,4.6721968753549405e-12,6.2252445257776076e-12,5.415166784093863e-12,L925,performance6,AW,Advanced,Last,Type_B
15,15,3.836037635079979e-12,5.84302330035787e-12,5.882740012538076e-12,4.144509051823635e-12,3.727851184180714e-12,2.9927931884838833e-12,5.101207833001063e-12,L925,performance6,AW,Advanced,Last,Type_B
16,16,3.887946773695033e-12,3.425752778326103e-12,4.201373139875827e-12,2.1381291350444184e-12,2.5637837969578397e-12,5.2615225364762116e-12,5.355353752405842e-12,L925,performance6,AW,Advanced,Last,Type_B
17,17,3.974317436847516e-12,4.628722492186593e-12,2.2615823644365125e-12,2.348543817508815e-12,4.412154228537744e-12,2.7783904734015636e-12,1.6888670504095045e-12,L925,performance6,AW,Advanced,Last,Type_B
18,18,2.5009686206511937e-12,1.940454555277046e-12,1.863920370785567e-12,3.881036073272897e-12,5.755088514122779e-12,3.903933422577475e-12,3.664178772859684e-12,L925,performance6,AW,Advanced,Last,Type_B
19,19,4.78053684013551e-12,4.680029421773119e-12,5.946302921828573e-12,7.223869364889425e-12,6.182211056581906e-12,7.076827681048519e-12,3.9578875471023795e-12,L925,performance6,AW,Advanced,Last,Type_B
20,20,3.4582467943483304e-12,5.319586866394468e-12,5.618635786805378e-12,5.2465231919819864e-12,4.809215258884635e-12,5.037870386078691e-12,5.403382449980218e-12,L925,performance6,AW,Advanced,Last,Type_B
21,21,2.493225711542188e-12,1.7630331741186902e-12,2.6110570144872932e-12,1.8852375960284627e-12,1.44010133553964e-12,2.5910895347164615e-12,2.0569061521751924e-12,L925,performance6,AW,Advanced,Last,Type_B
22,22,2.5340335760212347e-12,3.1678740171388965e-12,2.1651300829640054e-12,1.6870547832564497e-12,2.716245221531124e-12,2.554335099513695e-12,4.56378469693257e-12,L925,performance6,AW,Advanced,Last,Type_B
23,23,4.481171856534569e-12,6.187266051824291e-12,4.158159985536746e-12,3.856136443710819e-12,4.117540799761936e-12,2.221632640336562e-12,3.3231537096841202e-12,L925,performance6,AW,Advanced,Last,Type_B
24,24,2.5720258713719046e-12,1.6659442564993014e-12,2.799872968214607e-12,2.899279302983525e-12,2.189725680937266e-12,3.0815325747246365e-12,3.832896998346421e-12,L925,performance6,AW,Advanced,Last,Type_B
25,25,4.063958275991249e-12,4.052857313722468e-12,7.43031950043155e-12,6.6800758911903205e-12,6.4437243800894e-12,4.767520540145201e-12,6.972862601381893e-12,L925,performance6,AW,Advanced,Last,Type_B
26,26,3.93196389790904e-12,4.141644082461046e-12,5.41492278258547e-12,7.0721319165376434e-12,6.503411768631077e-12,4.171966538864891e-12,5.696627850382651e-12,L925,performance6,AW,Advanced,Last,Type_B
27,27,2.9061967476071676e-12,2.4013931900753165e-12,2.2321860091071843e-12,1.8807352000536863e-12,2.3750128335186937e-12,2.4863533789299045e-12,5.050003223776608e-12,L925,performance6,AW,Advanced,Last,Type_B
0,0,3.687735871568709e-12,3.351204376335106e-12,4.463064525033908e-12,6.178244139546229e-12,8.339283493603274e-12,6.8167011212073325e-12,4.5640106865094315e-12,L926,learning1,NW,Early,First,Type_B
1,1,4.793183562922793e-12,5.385922087336255e-12,7.000649122498791e-12,4.976299122547638e-12,5.997434292455411e-12,7.478232466383888e-12,4.126500533196308e-12,L926,learning1,NW,Early,First,Type_B
2,2,3.1024891504242657e-12,3.2349037169732e-12,3.293443441090987e-12,2.6998182630278167e-12,4.8555390641848994e-12,5.4127019839967246e-12,8.564175316428743e-12,L926,learning1,NW,Early,First,Type_B
3,3,4.436692545281443e-12,6.786090119583744e-12,6.128213698614429e-12,4.017963376840973e-12,4.0716371247803716e-12,4.820236925082435e-12,4.180039385475985e-12,L926,learning1,NW,Early,First,Type_B
4,4,2.1746579760768752e-12,3.2948358974487244e-12,2.3411454984283243e-12,1.892836490898644e-12,2.605545478960278e-12,3.616641329164219e-12,4.358770433000239e-12,L926,learning1,NW,Early,First,Type_B
5,5,2.6119213902726977e-12,3.2435518971781845e-12,3.810708668041276e-12,2.9999960786500026e-12,5.304770245665468e-12,5.6907993499835965e-12,5.535441909655414e-12,L926,learning1,NW,Early,First,Type_B
6,6,4.178049259318201e-12,3.4762919849953414e-12,3.1610684954417985e-12,4.6828974729809134e-12,2.884739741107678e-12,2.0096117268988793e-12,4.469520841106271e-12,L926,learning1,NW,Early,First,Type_B
7,7,4.6650192012727165e-12,6.989221683892065e-12,3.6304212925645176e-12,4.4672807187666035e-12,4.867928895985413e-12,4.031477958867873e-12,4.234201213962864e-12,L926,learning1,NW,Early,First,Type_B
8,8,6.244668182755732e-12,8.31731119483227e-12,1.0031954113948855e-11,9.440289944033417e-12,6.092408648892761e-12,3.2898522672746673e-12,3.2185417472198693e-12,L926,learning1,NW,Early,First,Type_B
9,9,2.6565119247378292e-12,4.9362644135618175e-12,4.338384951903643e-12,3.6992230735502616e-12,4.215649108236149e-12,3.921733109946494e-12,4.5758880512570285e-12,L926,learning1,NW,Early,First,Type_B
